WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,TERM,FST_PAYMENT,AGREEMENT_RK,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
48.0,от 10000 до 20000 руб.,8000.0,5850.0,11,650.0,62994403,0,54,0,Среднее,Гражданский брак,2,0,1,0,0,1,1,0
6.0,от 10000 до 20000 руб.,11500.0,22645.0,6,2520.0,62994409,0,23,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
9.0,от 20000 до 50000 руб.,20000.0,21120.0,12,0.0,62994464,0,35,0,Среднее специальное,Состою в браке,3,3,1,0,1,0,1,0
204.0,от 20000 до 50000 руб.,220000.0,16392.0,5,10000.0,62994542,0,49,0,Среднее специальное,Состою в браке,1,2,1,0,0,1,1,0
360.0,от 10000 до 20000 руб.,5000.0,16650.0,10,1850.0,62994670,0,53,0,Среднее специальное,Состою в браке,5,1,1,0,0,0,1,0
36.0,от 10000 до 20000 руб.,10000.0,3035.0,6,2500.0,62994681,0,26,0,Среднее,Состою в браке,1,1,1,0,0,0,1,0
204.0,от 10000 до 20000 руб.,18500.0,21237.0,12,2360.0,62994715,1,42,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,28000.0,13336.0,6,3334.0,62994716,1,34,0,Среднее,Состою в браке,0,0,1,0,0,0,1,0
140.0,от 10000 до 20000 руб.,10000.0,46540.0,12,2000.0,62995151,0,28,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
240.0,от 10000 до 20000 руб.,6000.0,15555.0,6,1730.0,62995179,0,54,0,Неполное среднее,Состою в браке,0,0,1,0,0,1,1,0
12.0,от 20000 до 50000 руб.,11000.0,25220.0,6,0.0,62995260,0,61,1,Среднее,Состою в браке,0,0,1,1,0,0,1,0
288.0,от 10000 до 20000 руб.,8000.0,19765.0,10,7000.0,62995346,0,53,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
96.0,от 20000 до 50000 руб.,35000.0,40037.0,12,10000.1,62995555,0,41,0,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0
28.0,от 20000 до 50000 руб.,30000.0,8099.0,12,900.0,62995882,0,27,0,Высшее,Состою в браке,1,1,1,0,0,0,1,0
288.0,от 20000 до 50000 руб.,15000.0,15990.0,12,2000.0,62996024,0,50,0,Высшее,Состою в браке,3,0,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,16000.0,9200.0,5,6000.0,62996380,0,36,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
13.0,свыше 50000 руб.,45000.0,3798.0,6,500.0,62996556,0,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,1,0
48.0,от 10000 до 20000 руб.,9000.0,7130.0,6,1260.0,62996576,0,51,0,Среднее,Состою в браке,1,0,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,11000.0,10440.0,6,1160.0,62996686,0,46,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,21000.0,11980.0,12,2000.0,62996824,1,26,0,Высшее,Не состоял в браке,0,0,1,0,1,0,1,0
3.0,от 20000 до 50000 руб.,22000.0,22482.0,10,2498.0,62996935,0,31,0,Высшее,Состою в браке,1,1,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,12000.0,17610.0,6,3000.0,62996952,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
14.0,от 10000 до 20000 руб.,15600.0,7820.0,6,2000.0,62997116,0,41,0,Среднее специальное,Состою в браке,2,0,1,0,0,1,1,0
84.0,от 20000 до 50000 руб.,25000.0,10990.0,6,3000.0,62997168,0,51,0,Высшее,Состою в браке,0,0,1,0,1,0,2,0
36.0,от 10000 до 20000 руб.,5000.0,9251.0,6,3000.0,62997480,0,27,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
72.0,от 5000 до 10000 руб.,5000.0,8200.0,6,1500.0,62997615,0,46,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
16.0,от 20000 до 50000 руб.,18000.0,40313.0,12,4480.0,62997633,1,52,1,Среднее специальное,Вдовец/Вдова,0,0,1,0,1,0,1,0
60.0,от 20000 до 50000 руб.,20000.0,6518.0,6,730.0,62997715,0,24,0,Среднее специальное,Состою в браке,1,2,1,0,0,1,1,0
240.0,от 20000 до 50000 руб.,12000.0,47195.92,10,5245.0,62997739,0,53,0,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,18000.0,4398.0,10,490.0,62998014,0,53,0,Среднее специальное,Состою в браке,2,0,1,0,0,1,1,0
24.0,свыше 50000 руб.,50000.0,17073.0,12,1897.0,62998136,1,27,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
180.0,от 10000 до 20000 руб.,18000.0,22500.0,12,2500.0,62998207,0,39,1,Высшее,Разведен(а),0,0,1,0,0,0,1,0
30.0,от 20000 до 50000 руб.,30000.0,33280.0,12,4000.0,62998274,0,39,0,Среднее специальное,Разведен(а),1,1,1,0,1,0,1,0
18.0,от 20000 до 50000 руб.,14000.0,25406.0,10,9444.0,62998373,1,23,1,Среднее,Состою в браке,0,0,1,0,0,0,1,0
33.0,от 20000 до 50000 руб.,18000.0,9461.5,10,1100.0,62998567,0,31,1,Неоконченное высшее,Состою в браке,2,2,1,0,1,0,1,0
30.0,от 10000 до 20000 руб.,13000.0,13600.0,6,3400.0,62998594,0,35,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
30.0,от 20000 до 50000 руб.,15000.0,25000.0,7,10550.0,62998837,0,22,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
4.0,от 5000 до 10000 руб.,4500.0,9235.0,10,2358.0,62999098,0,51,1,Среднее,Не состоял в браке,1,0,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,15000.0,14193.0,6,14100.0,62999132,0,44,0,Среднее специальное,Состою в браке,4,4,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,12500.0,19260.0,6,0.0,62999342,0,44,1,Среднее,Состою в браке,1,0,1,0,0,0,1,0
5.0,от 10000 до 20000 руб.,16000.0,9768.0,6,4521.0,62999593,0,58,1,Среднее специальное,Вдовец/Вдова,0,0,1,1,1,0,1,0
180.0,от 20000 до 50000 руб.,11000.0,41936.0,12,4660.0,63000270,0,49,1,Среднее,Состою в браке,2,1,1,0,0,0,1,0
60.0,свыше 50000 руб.,34000.0,27800.0,18,3500.0,63000326,0,26,0,Высшее,Состою в браке,0,0,1,0,0,1,1,0
108.0,от 10000 до 20000 руб.,10000.0,18074.0,12,7000.0,63001063,0,34,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
240.0,от 10000 до 20000 руб.,8000.0,8590.0,9,1000.0,63001141,0,43,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
46.0,от 20000 до 50000 руб.,30000.0,14497.0,6,28000.0,63001242,0,49,0,Среднее,Состою в браке,2,2,1,0,0,0,1,0
37.0,от 20000 до 50000 руб.,35000.0,23304.6,12,0.0,63001281,0,46,1,Среднее специальное,Состою в браке,2,1,1,0,0,0,1,0
36.0,от 20000 до 50000 руб.,20000.0,25299.0,12,2811.0,63001361,0,42,1,Среднее специальное,Вдовец/Вдова,3,2,1,0,0,1,1,0
60.0,от 20000 до 50000 руб.,18000.0,3816.0,5,424.0,63001532,0,29,0,Среднее специальное,Состою в браке,2,2,1,0,0,1,1,0
48.0,от 10000 до 20000 руб.,11000.0,8100.0,12,900.0,63001580,0,30,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
6.0,от 20000 до 50000 руб.,15000.0,5380.0,6,2000.0,63001655,0,38,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
264.0,от 10000 до 20000 руб.,7500.0,26390.0,12,3000.0,63001854,0,42,1,Среднее специальное,Состою в браке,2,1,1,0,0,0,1,0
3.0,от 20000 до 50000 руб.,11000.0,13000.0,6,6700.0,63001877,1,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
72.0,от 20000 до 50000 руб.,17000.0,22970.0,10,2600.0,63001956,0,62,1,Среднее,Вдовец/Вдова,3,0,1,1,0,0,1,0
108.0,от 20000 до 50000 руб.,18700.0,52561.0,12,5900.0,63002008,0,47,0,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,0
30.0,от 5000 до 10000 руб.,5900.0,34900.0,12,3950.0,63002016,0,42,1,Среднее,Разведен(а),2,0,1,0,1,0,1,0
24.0,от 20000 до 50000 руб.,20000.0,10230.0,6,9500.0,63002506,0,49,0,Высшее,Состою в браке,2,0,1,1,1,0,1,0
30.0,от 5000 до 10000 руб.,6000.0,5600.0,6,2000.0,63002507,0,39,1,Среднее,Разведен(а),1,1,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,11000.0,7469.0,12,830.0,63002571,0,46,1,Среднее специальное,Не состоял в браке,1,0,1,0,1,0,1,0
60.0,от 10000 до 20000 руб.,11000.0,18790.0,9,2100.0,63002645,0,36,0,Среднее,Состою в браке,1,0,1,0,0,0,1,0
96.0,от 20000 до 50000 руб.,10500.0,12195.0,9,1355.0,63002873,0,38,1,Среднее специальное,Состою в браке,3,2,1,0,0,0,1,0
30.0,от 20000 до 50000 руб.,14000.0,11529.0,12,1300.0,63002975,0,47,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,1,0
6.0,от 20000 до 50000 руб.,15000.0,23406.0,6,10000.0,63002988,1,26,0,Среднее,Состою в браке,1,0,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,12000.0,11650.0,6,1295.0,63003294,0,59,1,Неполное среднее,Состою в браке,2,0,1,0,0,0,1,0
36.0,от 10000 до 20000 руб.,14000.0,23780.0,6,5000.0,63003329,0,28,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
36.0,от 20000 до 50000 руб.,21000.0,20390.0,16,2300.0,63003370,1,50,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,0
36.0,от 20000 до 50000 руб.,15000.0,9450.0,6,2000.0,63003371,0,43,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
240.0,от 10000 до 20000 руб.,10000.0,18105.0,9,0.0,63003578,0,44,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,9000.0,12990.0,10,1500.0,63003726,0,55,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,1,0
192.0,от 10000 до 20000 руб.,11000.0,12889.0,8,5000.0,63003885,0,43,1,Высшее,Состою в браке,2,1,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,12000.0,11520.0,6,1280.0,63003915,0,28,1,Среднее специальное,Не состоял в браке,2,2,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,9000.0,11540.0,9,0.0,63004046,0,37,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,20000.0,25343.0,6,3787.0,63004278,0,29,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
13.0,от 10000 до 20000 руб.,12000.0,7151.0,12,795.0,63004431,0,22,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
144.0,от 10000 до 20000 руб.,15000.0,3990.0,6,3000.0,63004580,0,36,1,Среднее специальное,Разведен(а),2,2,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,12000.0,3980.0,6,500.0,63004666,0,63,0,Среднее специальное,Состою в браке,1,0,1,0,1,1,1,0
24.0,от 10000 до 20000 руб.,9000.0,4090.0,12,455.0,63004981,0,25,1,Среднее специальное,Гражданский брак,2,2,1,0,0,0,1,0
73.0,от 10000 до 20000 руб.,8000.0,16467.0,10,3000.0,63005048,0,46,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,25000.0,20090.0,12,2233.0,63005295,1,25,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,0
240.0,от 20000 до 50000 руб.,12000.0,9025.0,6,1005.0,63005345,0,59,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,23000.0,18990.0,24,1000.0,63005413,0,35,0,Неоконченное высшее,Состою в браке,1,1,1,0,0,1,1,0
60.0,от 20000 до 50000 руб.,8000.0,21845.0,10,2430.0,63005476,0,50,1,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,13000.0,5391.0,6,599.95,63005802,0,36,0,Высшее,Состою в браке,1,1,1,0,1,0,1,0
52.0,от 5000 до 10000 руб.,4000.0,9500.0,10,0.0,63005945,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
72.0,от 10000 до 20000 руб.,11500.0,6500.0,10,1000.0,63006383,0,34,0,Высшее,Состою в браке,2,2,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,35000.0,16980.0,12,2500.0,63006842,1,41,1,Высшее,Состою в браке,2,1,1,0,0,0,1,0
108.0,от 20000 до 50000 руб.,20000.0,10699.0,12,3600.0,63007004,0,48,0,Среднее,Состою в браке,0,0,1,0,0,0,1,0
96.0,от 10000 до 20000 руб.,11000.0,6696.0,6,744.0,63007092,0,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,2,0
13.0,от 5000 до 10000 руб.,6200.0,4050.0,12,450.0,63007207,0,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
48.0,от 10000 до 20000 руб.,12000.0,14350.0,10,4000.0,63007600,0,32,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
168.0,от 5000 до 10000 руб.,4500.0,4240.0,9,750.0,63007605,0,42,0,Среднее,Состою в браке,2,2,1,0,0,0,1,0
4.0,от 20000 до 50000 руб.,7500.0,28350.0,6,3200.0,63007628,0,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
120.0,от 20000 до 50000 руб.,25000.0,35787.0,10,10000.0,63007708,0,35,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
30.0,от 10000 до 20000 руб.,15000.0,5480.0,12,700.0,63007720,1,49,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,20000.0,20298.0,12,2300.0,63007733,1,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,1,0
216.0,от 10000 до 20000 руб.,18000.0,23690.91,8,6000.0,63007820,0,39,1,Высшее,Не состоял в браке,1,1,1,0,0,0,1,0
36.0,от 20000 до 50000 руб.,25000.0,38300.0,6,5000.0,63008103,1,34,0,Среднее,Гражданский брак,1,1,1,0,1,0,1,0
60.0,свыше 50000 руб.,40000.0,48572.0,10,5400.0,63008148,0,31,0,Высшее,Состою в браке,1,1,1,0,1,1,1,0
60.0,от 20000 до 50000 руб.,18000.0,15102.0,12,0.0,63008164,0,41,0,Среднее,Состою в браке,0,0,1,0,0,0,2,0
168.0,от 10000 до 20000 руб.,10000.0,21390.0,12,4000.0,63008266,0,56,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
33.0,от 20000 до 50000 руб.,15000.0,13678.0,10,1520.0,63008341,0,36,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0
120.0,от 20000 до 50000 руб.,15000.0,12498.0,12,2500.0,63008781,0,32,1,Среднее специальное,Состою в браке,3,3,1,0,0,0,1,0
32.0,от 20000 до 50000 руб.,12000.0,7000.0,6,780.0,63008942,0,38,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,1,0
444.0,от 20000 до 50000 руб.,20000.0,12570.0,6,4000.0,63009162,0,63,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,25000.0,7875.0,6,875.0,63009237,0,30,0,Высшее,Состою в браке,1,1,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,11000.0,23760.0,10,2640.0,63009258,1,42,1,Среднее специальное,Вдовец/Вдова,2,2,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,14000.0,9448.0,12,0.0,63009309,0,51,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
24.0,от 20000 до 50000 руб.,20000.0,26370.0,6,3000.0,63009348,0,27,0,Среднее,Разведен(а),0,0,1,0,0,0,1,0
19.0,от 10000 до 20000 руб.,20000.0,17990.0,12,2000.0,63009382,0,39,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
132.0,от 20000 до 50000 руб.,16000.0,23300.0,10,6000.0,63009427,0,36,1,Среднее,Состою в браке,2,2,1,0,0,0,1,0
6.0,от 10000 до 20000 руб.,14000.0,17000.0,12,5000.0,63009782,0,46,0,Высшее,Состою в браке,1,1,1,0,1,0,1,0
31.0,от 20000 до 50000 руб.,16000.0,17106.0,6,2000.0,63009783,1,46,1,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,0
168.0,от 10000 до 20000 руб.,13000.0,37150.0,12,9000.0,63009968,0,48,1,Среднее специальное,Разведен(а),0,0,1,0,1,0,1,0
12.0,от 10000 до 20000 руб.,15000.0,40000.0,18,20000.0,63010570,0,24,0,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,15000.0,3999.0,6,2000.0,63010586,0,34,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
264.0,от 20000 до 50000 руб.,12000.0,14990.0,12,0.0,63010736,1,56,1,Среднее специальное,Состою в браке,0,0,1,1,0,0,1,0
12.0,от 20000 до 50000 руб.,15000.0,10879.0,12,1210.0,63011195,1,22,1,Высшее,Состою в браке,2,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,10000.0,15750.0,6,1750.0,63085790,0,44,1,Среднее специальное,Разведен(а),2,1,1,0,0,0,2,0
9.0,от 5000 до 10000 руб.,5000.0,4243.0,6,750.0,63086147,0,32,1,Среднее,Состою в браке,1,1,1,0,0,0,1,0
72.0,от 10000 до 20000 руб.,10000.0,22000.0,12,2500.0,63086267,0,42,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
160.0,от 10000 до 20000 руб.,12000.0,10803.84,12,0.0,63086350,0,56,1,Высшее,Состою в браке,2,0,1,0,0,0,2,0
36.0,от 20000 до 50000 руб.,35000.0,10000.0,6,2597.0,63086475,0,30,0,Высшее,Состою в браке,0,0,1,0,1,0,1,1
36.0,от 20000 до 50000 руб.,8000.0,10000.0,10,4990.0,63086590,0,56,0,Неполное среднее,Состою в браке,1,1,1,0,0,0,1,0
324.0,от 20000 до 50000 руб.,20000.0,13494.0,6,0.0,63086771,0,47,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0
17.0,от 20000 до 50000 руб.,35000.0,10769.0,6,1901.0,63086819,0,42,0,Высшее,Не состоял в браке,0,0,1,0,1,0,1,1
84.0,от 10000 до 20000 руб.,16000.0,20960.0,10,2330.0,63086988,0,34,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
14.0,от 5000 до 10000 руб.,10000.0,5388.0,4,3202.0,63087001,0,31,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
276.0,от 20000 до 50000 руб.,5000.0,4599.0,6,2000.0,63087120,0,47,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
144.0,от 20000 до 50000 руб.,30000.0,18857.0,6,8000.0,63087200,0,52,1,Среднее специальное,Не состоял в браке,0,0,1,1,1,0,1,0
14.0,от 20000 до 50000 руб.,22000.0,23216.0,18,0.0,63087229,1,29,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
96.0,от 10000 до 20000 руб.,15000.0,3000.0,6,599.0,63087396,0,32,0,Среднее,Состою в браке,2,2,1,0,1,0,1,0
48.0,от 20000 до 50000 руб.,20000.0,27990.0,10,10000.0,63087550,0,42,1,Высшее,Состою в браке,1,1,1,0,0,0,1,0
14.0,от 10000 до 20000 руб.,7000.0,22900.0,6,2600.0,63087678,0,45,1,Среднее специальное,Состою в браке,2,0,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,11000.0,12200.0,6,5000.0,63087762,0,34,1,Высшее,Разведен(а),1,0,1,0,1,0,1,0
84.0,от 20000 до 50000 руб.,20000.0,7492.0,6,5000.0,63087783,0,44,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,0
40.0,от 20000 до 50000 руб.,29800.0,13680.0,5,0.0,63087816,1,35,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,0
276.0,от 10000 до 20000 руб.,6800.0,8050.0,6,2500.0,63088132,0,59,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,0
18.0,от 20000 до 50000 руб.,15000.0,17367.0,9,2000.0,63088421,0,31,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
36.0,от 20000 до 50000 руб.,25000.0,27347.0,18,5000.0,63088990,1,41,1,Среднее специальное,Разведен(а),3,2,1,0,1,0,1,0
48.0,от 20000 до 50000 руб.,17000.0,14856.0,6,0.0,63089055,0,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
24.0,от 20000 до 50000 руб.,20000.0,4850.0,10,540.0,63089183,0,27,1,Высшее,Состою в браке,0,0,1,0,0,0,1,1
24.0,от 20000 до 50000 руб.,30000.0,17370.0,6,10000.0,63089278,0,56,0,Среднее специальное,Состою в браке,1,0,1,0,1,1,1,0
24.0,от 20000 до 50000 руб.,15000.0,25680.0,10,3000.0,63089373,0,44,0,Высшее,Состою в браке,3,3,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,19500.0,15999.0,6,1800.0,63089428,0,27,1,Высшее,Не состоял в браке,0,0,1,0,1,0,1,1
192.0,свыше 50000 руб.,100000.0,10085.9,3,25000.0,63089632,0,40,1,Среднее специальное,Разведен(а),1,1,1,0,1,1,1,1
144.0,от 10000 до 20000 руб.,11000.0,11113.0,12,1235.0,63089658,0,54,1,Среднее,Состою в браке,2,2,1,0,1,0,1,0
6.0,свыше 50000 руб.,20000.0,7898.0,6,3400.0,63089822,0,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
72.0,свыше 50000 руб.,40000.0,10611.0,5,1179.0,63089923,0,58,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
54.0,от 20000 до 50000 руб.,30000.0,24059.83,10,10000.0,63089930,1,24,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
18.0,от 20000 до 50000 руб.,15000.0,37100.0,6,15900.0,63089979,0,38,1,Высшее,Состою в браке,2,2,1,0,1,0,1,0
18.0,от 20000 до 50000 руб.,28000.0,25298.0,9,6000.0,63090038,0,30,1,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,8000.0,8170.0,6,2000.0,63090196,0,31,1,Среднее,Состою в браке,1,1,1,0,1,0,1,0
18.0,от 10000 до 20000 руб.,5000.0,6540.0,3,750.0,63090232,0,33,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
39.0,от 20000 до 50000 руб.,15000.0,20000.0,20,10557.0,63090243,0,33,1,Среднее специальное,Гражданский брак,1,1,1,0,1,0,1,0
48.0,от 10000 до 20000 руб.,12000.0,15999.0,9,3000.0,63090265,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,0
30.0,от 20000 до 50000 руб.,7000.0,23478.0,12,4000.0,63090385,0,50,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,0,0,1,0
18.0,от 10000 до 20000 руб.,20000.0,4500.0,3,4450.0,63090690,0,27,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,17000.0,29177.0,10,3250.0,63091019,0,30,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
16.0,от 10000 до 20000 руб.,10000.0,18499.0,12,0.0,63091050,1,24,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,25000.0,12850.0,6,2000.0,63091305,0,37,1,Среднее специальное,Разведен(а),1,0,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,20000.0,35775.0,6,4500.0,63091340,0,28,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,17000.0,18020.0,8,3180.0,63091429,0,27,1,Высшее,Состою в браке,0,0,1,0,0,1,1,0
48.0,от 20000 до 50000 руб.,13000.0,6682.0,10,0.0,63091436,0,29,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0
60.0,от 10000 до 20000 руб.,10000.0,17970.0,4,4000.0,63091518,0,40,1,Среднее специальное,Не состоял в браке,2,2,1,0,0,0,1,1
12.0,от 20000 до 50000 руб.,15000.0,10350.0,6,1158.0,63091662,0,44,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
84.0,от 20000 до 50000 руб.,25000.0,25599.0,12,5000.0,63092004,0,32,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,2,2
72.0,свыше 50000 руб.,30000.0,27990.0,6,2000.0,63092420,1,48,1,Высшее,Состою в браке,2,1,1,0,1,1,1,0
22.0,от 10000 до 20000 руб.,14000.0,3328.0,5,176.0,63092637,0,27,1,Высшее,Не состоял в браке,0,0,1,0,1,0,2,2
19.0,от 10000 до 20000 руб.,17000.0,21300.0,6,3000.0,63093078,0,58,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,20000.0,26080.0,12,3000.0,63093162,0,37,0,Среднее,Состою в браке,2,2,1,0,0,0,1,0
15.0,от 20000 до 50000 руб.,10000.0,8000.0,8,10489.92,63093169,0,39,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
36.0,от 20000 до 50000 руб.,20000.0,7152.0,6,538.0,63093534,0,42,0,Среднее специальное,Состою в браке,0,1,1,0,0,0,1,0
18.0,от 10000 до 20000 руб.,10000.0,18225.0,6,2025.0,63093645,0,31,1,Среднее,Состою в браке,1,1,1,0,0,0,1,0
228.0,от 10000 до 20000 руб.,8500.0,5800.0,12,650.0,63093723,0,40,1,Среднее,Состою в браке,4,4,1,0,0,0,1,0
8.0,свыше 50000 руб.,40000.0,13480.0,6,1500.0,63094088,0,41,0,Высшее,Состою в браке,1,1,1,0,1,0,1,0
192.0,от 10000 до 20000 руб.,8000.0,7498.9,3,16000.0,63094160,0,36,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
96.0,от 20000 до 50000 руб.,10000.0,11529.0,10,1281.0,63094450,0,33,1,Высшее,Состою в браке,2,1,1,0,1,0,1,0
84.0,свыше 50000 руб.,30000.0,75424.0,24,42906.0,63094668,0,34,1,Высшее,Состою в браке,1,1,1,0,0,1,1,0
50.0,от 10000 до 20000 руб.,17000.0,35091.0,10,3899.0,63094842,0,38,0,Среднее специальное,Состою в браке,2,2,1,0,0,1,1,0
72.0,от 10000 до 20000 руб.,5000.0,5210.0,6,1000.0,63095755,0,27,1,Среднее,Состою в браке,2,2,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,12000.0,10980.0,12,1220.0,63095911,0,31,0,Неполное среднее,Состою в браке,0,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,15000.0,18300.0,7,2100.0,63096193,1,35,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0
4.0,от 20000 до 50000 руб.,30000.0,24830.0,6,2760.0,63096344,0,52,1,Среднее специальное,Состою в браке,3,3,1,0,0,0,1,0
228.0,от 20000 до 50000 руб.,22000.0,18797.0,18,0.0,63096396,0,55,1,Среднее специальное,Состою в браке,3,0,1,0,1,0,1,0
